# Continuity error
# Time        # Local       # Global      # Cumulative  
0.0005        1.283188e-07	3.323257e-09	3.323257e-09
0.001         4.538545e-08	-3.185281e-09	1.379756e-10
0.0015        1.235974e-09	3.379233e-10	4.758989e-10
0.002         1.138734e-09	-1.041461e-10	3.717528e-10
0.0025        9.542158e-10	-6.605692e-11	3.056959e-10
0.003         9.453543e-10	-2.157304e-11	2.841228e-10
0.0035        8.513957e-10	-2.068127e-11	2.634416e-10
0.004         8.587399e-10	9.605147e-12	2.730467e-10
0.0045        7.781250e-10	8.570840e-12	2.816176e-10
0.005         6.593023e-10	6.448842e-12	2.880664e-10
0.0055        5.788621e-10	5.884291e-12	2.939507e-10
0.006         7.023911e-10	2.851626e-12	2.968023e-10
0.0065        6.179562e-10	3.144108e-12	2.999464e-10
0.007         6.489918e-10	6.504701e-13	3.005969e-10
0.0075        5.760217e-10	1.218950e-12	3.018159e-10
0.008         6.233791e-10	-1.913418e-13	3.016245e-10
0.0085        5.594131e-10	4.335138e-13	3.020580e-10
0.009         5.560208e-10	3.379609e-12	3.054376e-10
0.0095        5.864633e-10	3.050352e-13	3.057427e-10
0.01          5.154412e-10	7.815731e-13	3.065242e-10
0.0105        4.857366e-10	3.387787e-12	3.099120e-10
0.011         5.484443e-10	1.023606e-11	3.201481e-10
0.0115        4.871897e-10	7.800175e-12	3.279483e-10
0.012         5.416442e-10	1.053122e-11	3.384795e-10
0.0125        5.343419e-10	9.586685e-12	3.480662e-10
0.013         4.690483e-10	5.807851e-12	3.538740e-10
0.0135        4.787886e-10	5.577363e-12	3.594514e-10
0.014         4.799378e-10	7.944618e-12	3.673960e-10
0.0145        4.588640e-10	6.918549e-12	3.743145e-10
0.015         4.484579e-10	7.845922e-12	3.821605e-10
0.0155        4.406868e-10	8.793618e-12	3.909541e-10
0.016         4.307975e-10	9.683005e-12	4.006371e-10
0.0165        4.230705e-10	1.048061e-11	4.111177e-10
0.017         4.797491e-10	1.200011e-11	4.231178e-10
0.0175        4.684699e-10	1.268899e-11	4.358068e-10
0.018         4.555911e-10	1.138349e-11	4.471903e-10
0.0185        4.424091e-10	1.167827e-11	4.588686e-10
0.019         4.277583e-10	1.202120e-11	4.708898e-10
0.0195        3.982948e-10	1.152493e-11	4.824147e-10
0.02          4.585060e-10	1.310295e-11	4.955176e-10
0.0205        4.436101e-10	1.364609e-11	5.091637e-10
0.021         4.401330e-10	1.646424e-11	5.256280e-10
0.0215        4.248303e-10	1.666515e-11	5.422931e-10
0.022         4.019016e-10	1.583886e-11	5.581320e-10
0.0225        3.907091e-10	1.629392e-11	5.744259e-10
0.023         4.237479e-10	1.646080e-11	5.908867e-10
0.0235        4.250769e-10	1.573574e-11	6.066224e-10
0.024         4.267165e-10	9.136577e-12	6.157590e-10
0.0245        4.158237e-10	7.358100e-12	6.231171e-10
0.025         4.113879e-10	6.827390e-12	6.299445e-10
0.0255        4.234096e-10	7.407111e-12	6.373516e-10
0.026         4.076712e-10	-1.673274e-12	6.356783e-10
0.0265        4.186537e-10	-1.942541e-12	6.337358e-10
0.027         4.029225e-10	-9.886665e-12	6.238491e-10
0.0275        3.985498e-10	6.103566e-12	6.299527e-10
0.028         3.996027e-10	1.245500e-13	6.300772e-10
