# Continuity error
# Time        # Local       # Global      # Cumulative  
0.0001        6.395840e-08	-1.330773e-10	-1.330773e-10
0.0002        2.179639e-08	1.458387e-10	1.276146e-11
0.0003        2.327107e-10	6.980445e-12	1.974190e-11
0.0004        2.199818e-10	-6.533572e-12	1.320833e-11
0.0005        1.676653e-10	5.801407e-12	1.900974e-11
0.0006        1.828372e-10	-1.496848e-11	4.041258e-12
0.0007        1.530549e-10	-2.370756e-11	-1.966631e-11
0.0008        1.728142e-10	-1.698045e-11	-3.664675e-11
0.0009        1.496587e-10	-1.674980e-11	-5.339655e-11
0.001         1.581398e-10	-1.812691e-11	-7.152347e-11
0.0011        1.482762e-10	-1.812466e-11	-8.964812e-11
0.0012        1.466107e-10	-1.462325e-11	-1.042714e-10
0.0013        1.391299e-10	-1.449588e-11	-1.187673e-10
0.0014        1.377762e-10	-1.851415e-11	-1.372814e-10
0.0015        1.337400e-10	-1.906552e-11	-1.563469e-10
0.0016        1.237893e-10	-1.546028e-11	-1.718072e-10
0.0017        1.201878e-10	-1.460267e-11	-1.864099e-10
0.0018        1.233423e-10	-1.773360e-11	-2.041435e-10
0.0019        1.210365e-10	-1.370122e-11	-2.178447e-10
0.002         1.191227e-10	-1.372614e-11	-2.315708e-10
0.0021        1.079283e-10	-1.192218e-11	-2.434930e-10
0.0022        9.327122e-11	-1.119572e-11	-2.546887e-10
0.0023        9.428857e-11	-1.216877e-11	-2.668575e-10
0.0024        9.743675e-11	8.641559e-13	-2.659934e-10
0.0025        1.070666e-10	-1.103677e-11	-2.770301e-10
0.0026        9.990724e-11	-9.355721e-13	-2.779657e-10
0.0027        9.682279e-11	3.098001e-13	-2.776559e-10
0.0028        8.249109e-11	5.446012e-13	-2.771113e-10
0.0029        8.799676e-11	-1.889668e-12	-2.790010e-10
0.003         9.435410e-11	1.296374e-13	-2.788713e-10
0.0031        9.189169e-11	1.140807e-13	-2.787572e-10
0.0032        8.769752e-11	3.052447e-13	-2.784520e-10
0.0033        8.985299e-11	-4.389981e-13	-2.788910e-10
0.0034        9.141209e-11	-3.113537e-12	-2.820045e-10
0.0035        8.119990e-11	-2.034029e-12	-2.840386e-10
0.0036        7.820999e-11	-1.929767e-12	-2.859683e-10
0.0037        8.129489e-11	-7.003258e-13	-2.866687e-10
0.0038        8.080801e-11	-1.974885e-12	-2.886435e-10
0.0039        8.881730e-11	-2.429243e-12	-2.910728e-10
0.004         8.176303e-11	-1.012396e-12	-2.920852e-10
0.0041        7.857746e-11	-1.025552e-12	-2.931107e-10
0.0042        7.650389e-11	-1.001354e-12	-2.941121e-10
0.0043        7.650853e-11	-3.209467e-12	-2.973216e-10
0.0044        6.255828e-11	-1.282522e-12	-2.986041e-10
0.0045        7.199879e-11	-1.473232e-12	-3.000773e-10
0.0046        6.712409e-11	-9.061198e-13	-3.009834e-10
0.0047        6.842425e-11	6.154572e-14	-3.009219e-10
0.0048        6.770650e-11	-1.819114e-12	-3.027410e-10
0.0049        7.847747e-11	-4.116197e-13	-3.031526e-10
0.005         7.971396e-11	3.314523e-13	-3.028212e-10
0.0051        7.443706e-11	-3.066251e-12	-3.058874e-10
0.0052        7.696529e-11	1.673293e-12	-3.042141e-10
0.0053        7.823299e-11	-2.288199e-13	-3.044429e-10
0.0054        8.111067e-11	-2.900752e-16	-3.044432e-10
0.0055        7.252830e-11	1.207880e-12	-3.032354e-10
0.0056        8.086238e-11	7.939501e-12	-2.952959e-10
0.0057        8.119606e-11	7.928908e-12	-2.873669e-10
0.0058        8.858609e-11	2.595489e-12	-2.847715e-10
0.0059        8.754605e-11	5.612345e-12	-2.791591e-10
0.006         8.283932e-11	7.816530e-12	-2.713426e-10
0.0061        8.251011e-11	1.680515e-12	-2.696621e-10
0.0062        8.197622e-11	2.080946e-12	-2.675811e-10
0.0063        8.200382e-11	-1.081428e-12	-2.686625e-10
0.0064        8.351125e-11	1.653676e-12	-2.670089e-10
0.0065        8.657278e-11	-6.084635e-13	-2.676173e-10
0.0066        8.486295e-11	-8.611559e-13	-2.684785e-10
0.0067        8.343098e-11	2.273215e-12	-2.662053e-10
0.0068        8.515556e-11	1.418703e-12	-2.647866e-10
0.0069        8.077851e-11	2.456153e-12	-2.623304e-10
0.007         7.447831e-11	8.954028e-13	-2.614350e-10
0.0071        8.046268e-11	5.636046e-13	-2.608714e-10
0.0072        7.888738e-11	5.861860e-13	-2.602852e-10
0.0073        8.391518e-11	8.510758e-13	-2.594341e-10
0.0074        8.283960e-11	2.309192e-12	-2.571250e-10
0.0075        8.259991e-11	5.624947e-12	-2.515000e-10
0.0076        7.367413e-11	4.870733e-13	-2.510129e-10
0.0077        8.307280e-11	9.579371e-13	-2.500550e-10
0.0078        8.238508e-11	9.306705e-13	-2.491243e-10
0.0079        7.812621e-11	1.106517e-12	-2.480178e-10
0.008         8.386624e-11	9.887538e-13	-2.470291e-10
0.0081        8.337260e-11	1.575884e-12	-2.454532e-10
0.0082        8.187812e-11	8.658332e-13	-2.445873e-10
0.0083        8.279884e-11	2.333936e-12	-2.422534e-10
0.0084        7.741131e-11	2.572358e-12	-2.396810e-10
0.0085        7.718358e-11	2.335363e-12	-2.373457e-10
0.0086        8.236455e-11	1.245104e-12	-2.361006e-10
0.0087        7.711709e-11	1.252099e-12	-2.348485e-10
0.0088        8.079631e-11	2.593609e-12	-2.322549e-10
0.0089        7.676497e-11	1.409682e-12	-2.308452e-10
0.009         8.062160e-11	1.272449e-12	-2.295727e-10
0.0091        7.700176e-11	1.342770e-12	-2.282300e-10
0.0092        7.478297e-11	1.378672e-12	-2.268513e-10
0.0093        7.670000e-11	-2.906535e-13	-2.271419e-10
0.0094        8.180332e-11	3.424887e-12	-2.237171e-10
0.0095        8.176869e-11	-4.227929e-12	-2.279450e-10
0.0096        7.937768e-11	6.880542e-13	-2.272569e-10
0.0097        7.896533e-11	-1.801357e-13	-2.274371e-10
0.0098        7.854416e-11	8.785282e-13	-2.265585e-10
0.0099        7.533929e-11	-1.862551e-13	-2.267448e-10
0.01          7.945741e-11	1.657900e-12	-2.250869e-10
0.0101        7.984941e-11	1.803287e-12	-2.232836e-10
0.0102        7.875437e-11	1.686707e-12	-2.215969e-10
0.0103        8.119681e-11	1.748143e-12	-2.198488e-10
0.0104        8.014144e-11	1.977859e-12	-2.178709e-10
0.0105        7.219088e-11	-6.035382e-14	-2.179313e-10
0.0106        7.915179e-11	1.648908e-12	-2.162823e-10
0.0107        8.042684e-11	1.455268e-12	-2.148271e-10
0.0108        7.479781e-11	6.085851e-13	-2.142185e-10
0.0109        7.922193e-11	1.114969e-12	-2.131035e-10
0.011         8.003443e-11	1.339227e-12	-2.117643e-10
0.0111        8.043225e-11	1.891036e-12	-2.098733e-10
0.0112        7.059123e-11	1.016888e-12	-2.088564e-10
0.0113        7.566081e-11	1.710294e-12	-2.071461e-10
0.0114        7.552642e-11	8.869524e-13	-2.062591e-10
0.0115        7.734514e-11	2.072853e-12	-2.041863e-10
0.0116        8.079366e-11	1.525343e-12	-2.026609e-10
0.0117        7.718495e-11	1.071284e-12	-2.015896e-10
0.0118        7.945866e-11	9.103018e-13	-2.006793e-10
0.0119        7.319188e-11	9.958124e-13	-1.996835e-10
0.012         7.710855e-11	1.219263e-12	-1.984643e-10
0.0121        7.777422e-11	1.236474e-12	-1.972278e-10
0.0122        7.443208e-11	1.157422e-12	-1.960704e-10
0.0123        8.014857e-11	6.763321e-13	-1.953940e-10
0.0124        7.545833e-11	8.536843e-13	-1.945404e-10
0.0125        7.851870e-11	1.020040e-12	-1.935203e-10
0.0126        8.037605e-11	1.311101e-12	-1.922092e-10
0.0127        7.705348e-11	-2.581034e-12	-1.947903e-10
0.0128        6.935362e-11	9.040990e-13	-1.938862e-10
0.0129        7.715644e-11	7.390487e-13	-1.931471e-10
0.013         7.673140e-11	-5.420698e-14	-1.932013e-10
0.0131        7.644132e-11	3.519706e-12	-1.896816e-10
0.0132        7.825257e-11	1.036671e-12	-1.886449e-10
0.0133        7.239711e-11	1.021392e-12	-1.876235e-10
0.0134        7.163421e-11	1.144329e-12	-1.864792e-10
0.0135        7.497715e-11	-5.178901e-13	-1.869971e-10
0.0136        7.696306e-11	2.020892e-12	-1.849762e-10
0.0137        7.160733e-11	6.990846e-13	-1.842771e-10
0.0138        7.802884e-11	-5.656925e-12	-1.899341e-10
0.0139        7.340440e-11	6.916958e-13	-1.892424e-10
0.014         7.817356e-11	8.986621e-15	-1.892334e-10
0.0141        7.788103e-11	2.300650e-12	-1.869327e-10
0.0142        7.955603e-11	1.271842e-12	-1.856609e-10
0.0143        7.657006e-11	2.302214e-13	-1.854307e-10
0.0144        7.886265e-11	2.068042e-12	-1.833626e-10
0.0145        7.456602e-11	5.917870e-13	-1.827708e-10
0.0146        6.911851e-11	3.015764e-12	-1.797551e-10
0.0147        7.259298e-11	2.834897e-12	-1.769202e-10
0.0148        7.854400e-11	4.547495e-13	-1.764654e-10
0.0149        7.420465e-11	-1.199572e-12	-1.776650e-10
0.015         7.213427e-11	2.441279e-13	-1.774209e-10
0.0151        7.533521e-11	1.895870e-12	-1.755250e-10
0.0152        7.804210e-11	4.392875e-13	-1.750857e-10
0.0153        7.750497e-11	2.289410e-12	-1.727963e-10
0.0154        7.470164e-11	-7.812359e-12	-1.806087e-10
0.0155        7.635901e-11	1.761638e-12	-1.788470e-10
0.0156        7.682781e-11	-4.012165e-13	-1.792482e-10
0.0157        6.790842e-11	2.066002e-13	-1.790416e-10
0.0158        7.256216e-11	-2.409454e-12	-1.814511e-10
0.0159        7.231785e-11	1.454177e-12	-1.799969e-10
0.016         7.033718e-11	2.298041e-12	-1.776989e-10
0.0161        7.462515e-11	2.282417e-12	-1.754164e-10
0.0162        7.749189e-11	1.180537e-12	-1.742359e-10
0.0163        7.689739e-11	2.860132e-13	-1.739499e-10
0.0164        7.159432e-11	4.866055e-12	-1.690838e-10
0.0165        6.381619e-11	7.604190e-13	-1.683234e-10
0.0166        6.640896e-11	1.817976e-12	-1.665055e-10
0.0167        7.738093e-11	9.607082e-13	-1.655447e-10
0.0168        6.398196e-11	1.751170e-12	-1.637936e-10
0.0169        6.845110e-11	1.199449e-12	-1.625941e-10
0.017         7.331300e-11	6.897250e-13	-1.619044e-10
0.0171        7.177519e-11	5.162517e-13	-1.613881e-10
0.0172        6.987895e-11	4.867947e-13	-1.609014e-10
0.0173        7.235360e-11	-8.064134e-14	-1.609820e-10
0.0174        6.346258e-11	-3.127014e-12	-1.641090e-10
0.0175        7.633742e-11	1.653658e-12	-1.624553e-10
0.0176        7.535071e-11	1.791838e-12	-1.606635e-10
0.0177        7.520665e-11	9.398300e-13	-1.597237e-10
0.0178        7.346736e-11	3.837507e-12	-1.558862e-10
0.0179        6.886665e-11	2.019558e-12	-1.538666e-10
0.018         7.473348e-11	-1.191681e-12	-1.550583e-10
0.0181        7.457198e-11	3.134784e-13	-1.547448e-10
0.0182        7.470306e-11	-1.365644e-12	-1.561105e-10
0.0183        7.226926e-11	1.411987e-12	-1.546985e-10
